,Name,Material,Color,Price,Size,URL,Image,Brand_name,Description
69,The Georgy | White,"{'OCS Certified Organic Cotton': '60%', 'Refibra™ X Tencel ™ Lyocell': '40%'}",['white'],"('USD', '68')","['XS', 'S', 'M', 'L', 'XL']",https://www.boyish.com/products/the-georgy-white,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish5faef3f06080645faef3f06093d.824916455faef3f06093d.jpg?v=1611281143,Boyish Jeans,"['The Georgy is a super soft jersey slim turtleneck tee with long sleeves, perfect for transitional weather and layering. This upcycled tee includes OCS Certified organic cotton and REFIBRA™ Technology, reducing its carbon footprint and reducing water usage.\nREFIBRA™ Technology takes fashion industry scraps and recycles the waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact. This zero waste tee will be your new favorite second skin.\nFront HPS: 22""Sweep: 32""']"
70,The Jimmy | Black,"{'OCS Certified Organic Cotton': '74%', 'Refibra™ X Tencel ™ Lyocell': '26%'}",['black'],"('USD', '88')","['XS', 'S', 'M', 'L', 'XL']",https://www.boyish.com/products/the-jimmy-black,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish60997cdbdefc3060997cdbdf2e6.5361251860997cdbdf2e6.jpg?v=1620672230,Boyish Jeans,"['Versatile vintage-inspired. The Jimmy in black is a super soft terry sweatshirt with roomy sleeves and a cinched waist. Reminiscent of the 90s, this timeless staple includes OCS Certified organic cotton and REFIBRA™ Technology, reducing its carbon footprint and reducing water usage.\nREFIBRA™ Technology takes fashion industry scraps and recycles the waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact. This zero waste sweatshirt will be your new favorite second skin.\nSleeve: 21 1/2""Bust: 52""Front High Point Shoulder: 18""']"
71,The Jimmy | Off White,"{'OCS Certified Organic Cotton': '74%', 'Refibra™ X Tencel ™ Lyocell': '26%'}",['off white'],"('USD', '88')","['XS', 'S', 'M', 'L', 'XL']",https://www.boyish.com/products/the-jimmy-off-white,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish60997cdb8c79d460997cdb8ca09.3233957060997cdb8ca09.jpg?v=1620672141,Boyish Jeans,"['Versatile vintage-inspired. The Jimmy in off-white is a super soft terry sweatshirt with roomy sleeves and a cinched waist. Reminiscent of the 90s, this timeless staple includes OCS Certified organic cotton and REFIBRA™ Technology, reducing its carbon footprint and reducing water usage.\nREFIBRA™ Technology takes fashion industry scraps and recycles the waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact. This zero waste sweatshirt will be your new favorite second skin.\nSleeve: 21 1/2""Bust: 52""\xa0Front High Point Shoulder: 18""']"
72,The Taylor | Black,"{'OCS Certified Organic Cotton': '60%', 'Refibra™ X Tencel ™ Lyocell': '40%'}",['black'],"('USD', '98')","['XS', 'S', 'M', 'L', 'XL']",https://www.boyish.com/products/the-taylor-black,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish5fadd8953387565fadd895339a4.619965705fadd895339a4.jpg?v=1611280428,Boyish Jeans,"['The Taylor is a super soft rib turtleneck dress with long sleeves, perfect for transitional weather and layering. This upcycled dress hits at knee length with slits on each side and includes OCS Certified organic cotton and REFIBRA™ Technology, reducing its carbon footprint and reducing water usage.\nREFIBRA™ Technology takes fashion industry scraps and recycles the waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact. This zero waste dress will be your new favorite second skin.\nSleeve: 25 1/2""Chest: 32""High Point Should to Hem: 38 3/4""']"
73,The Charley | High Society,"{'OCS Certified Organic Cotton': '17%', 'GRS Certified Recycled Cotton': '43%', 'Refibra ™ X Tencel ™ Lyocell': '40%'}",['high society'],"('USD', '188')","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32']",https://www.boyish.com/products/the-charley-high-society,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish60ae75107471d360ae751074a96.7977847160ae751074a96.jpg?v=1622052442,Boyish Jeans,"['Back in time. Here is our take on rigid high waisted wide leg jeans. The Charley comes in a dark indigo eco wash with a raw hem and exposed fly buttons. These upcycled jeans include OCS Certified Organic Cotton and REFIBRA™ Technology, reducing its carbon footprint and reducing water usage.\nREFIBRA™ Technology takes fashion industry scraps and recycles the waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact. These zero waste jeans will be your new favorite second skin.\nFront Rise: 12 3/4""Inseam: 30""Leg Opening: 21""']"
74,The Casey | High Society,"{'OCS Certified Organic Cotton': '17%', 'GRS Certified Recycled Cotton': '43%', 'Refibra ™ X Tencel ™ Lyocell': '40%'}",['high society'],"('USD', '168')","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32']",https://www.boyish.com/products/the-casey-high-society,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish609b362cb6bc52609b362cb6d73.84581054609b362cb6d73.jpg?v=1620784917,Boyish Jeans,"['Perfectly imperfect. The Casey is a twist on your favorite vintage jeans. This high waisted rigid straight jean has a relaxed fit and an asymmetrical fly and comes in a dark indigo eco wash.\nThese upcycled jeans include OCS-certified organic cotton and REFIBRA™ Technology, reducing its carbon footprint and reducing water usage. REFIBRA™ Technology takes fashion industry scraps and recycles the waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact. These zero waste jeans will be your new favorite second skin.\nDark Indigo washFront-rise: 11 1/4""Inseam: 32""Leg-opening: 14 1/2""']"
75,The Mikey | Moonstruck,"{'OCS Certified Organic Cotton': '66%', 'Tencel ™ Lyocell': '33%', 'Recycled Elastane': '1%'}",['moonstruck'],"('USD', '158')","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32']",https://www.boyish.com/products/the-mikey-moonstruck,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish5faedaa06622a85faedaa0663b5.465036275faedaa0663b5.jpg?v=1610068420,Boyish Jeans,"['Cool with an edge. The Mikey is a high rise comfort stretch wide leg jean that hits at ankle length. It comes in a black wash with cute vintage-inspired bows in the back. These upcycled jeans include OCS Certified Organic Cotton and Tencel™ Lyocell, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact, reducing its carbon footprint and water usage.\nFront Rise: 11 1/4""Inseam: 28""Leg Opening: 19""Button Fly']"
76,The Troy | Blue Velvet,"{'Organic Cotton': '70%', 'GRS Certified Recycled Cotton': '30%'}",['blue velvet'],"('USD', '188')","['XXS', 'XS', 'S', 'M', 'L', 'XL']",https://www.boyish.com/products/the-troy-blue-velvet,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish5fad87dbd772755fad87dbd7895.150946845fad87dbd7895.jpg?v=1620806327,Boyish Jeans,"['Utility vibes with an edge. The Troy has a pointed collar, novelty buttons, and cool functional cargo pockets on the sides. Versatile style that will be your new favorite piece from your closet. This coverall in a true blue wash is made with GRS certified recycled cotton, reducing its carbon footprint and water usage.\nHPS To Crotch: 30""Inseam: 27""']"
77,The Jeffery | Blue Velvet,"{'Organic Cotton': '70%', 'GRS Certified Recycled Cotton': '30%'}",['blue velvet'],"('USD', '188')","['XXS', 'XS', 'S', 'M', 'L', 'XL']",https://www.boyish.com/products/the-jeffery-blue-velvet,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish5faeead933c3715faeead933d3d.369010705faeead933d3d.jpg?v=1620806311,Boyish Jeans,"['Ready for an adventure. Inspired by safari vibes, the Jeffery is a rigid jacket with utility pockets and a tie-belt. This jacket includes recycled cotton reducing its carbon footprint and reducing water.\nFront HPS: 28 3/4""\xa0Sweep: 43 1/4""']"
78,The Maxwell | Steel Magnolia,"{'OCS Certified Organic Cotton': '38%', 'GRS Certified Recycled Cotton': '31%', 'Refibra ™ X Tencel ™ Lyocell': '31%'}",['steel magnolia'],"('USD', '298')","['XXS', 'XS', 'S', 'M', 'L', 'XL']",https://www.boyish.com/products/the-maxwell-steel-magnolia,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish5faedc5c1e55055faedc5c1e758.809396715faedc5c1e758.jpg?v=1620806319,Boyish Jeans,"['Classic Boyish Trench. The Maxwell has signature tailored details including notched lapels, raglan sleeves and hits at mid-calf length.\nThis piece has a double-breasted button front closure and comes with a detachable belt to cinch your waist.\xa0\nIt includes OCS certified organic cotton and REFIBRA™ Technology, reducing its carbon footprint and reducing water usage. REFIBRA™ Technology takes fashion industry scraps and recycles the waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact.\nFront HPS To Hem: 47""\xa0Sweep: 50""']"
79,The Maxwell | The Crowd,"{'OCS Certified Organic Cotton': '75%', 'Tencel ™ Lyocell': '25%'}",['the crowd'],"('USD', '298')","['XXS', 'XS', 'S', 'M', 'L', 'XL']",https://www.boyish.com/products/the-maxwell-the-crowd,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheMaxwell-TheCrowd-Front.jpg?v=1602221848,Boyish Jeans,"['Classic Boyish Trench. The Maxwell has signature tailored details including notched lapels, raglan sleeves and hits at mid-calf length. This piece has a double-breasted button front closure and comes with a detachable belt to cinch your waist.\xa0\nThis upcycled garment includes OCS certified organic cotton, and Tencel™ Lyocell, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact, reducing its carbon footprint and water usage.\nFront High Point Shoulder to Hem:\xa047""\xa0Sweep: 50""']"
80,The Zachary | Short Circuit,"{'OCS Certified Organic Cotton': '66%', 'Tencel ™ Lyocell': '33%', 'Recycled Elastane': '1%'}",['short circuit'],"('USD', '158')","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32']",https://www.boyish.com/products/the-zachary-short-circuit,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheZachary-ShortCircuit-Front.jpg?v=1620764227,Boyish Jeans,"['A little give and take.\xa0The Zachary is a high rise comfort stretch skinny jean in a medium dark indigo wash with destruction. These upcycled jeans include organic cotton that is OCS certified, and Tencel™ Lyocell, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact, reducing its carbon footprint and water usage.\nFront Rise: 11 1/4""\xa0Inseam: 29""\xa0Leg Opening: 11 1/2""Zipper Fly']"
81,The Maxwell | Black Beauty,"{'OCS Certified Organic Cotton': '75%', 'Tencel ™ Lyocell': '25%'}",['black beauty'],"('USD', '298')","['XXS', 'XS', 'S', 'M', 'L', 'XL']",https://www.boyish.com/products/the-maxwell-black-beauty,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish5faedcda43cef25faedcda43e77.279775085faedcda43e77.jpg?v=1620806317,Boyish Jeans,"['Classic Boyish Trench. The Maxwell in Black Beauty has signature tailored details including notched lapels, raglan sleeves and hits at mid-calf length. This piece has a double-breasted button front closure and comes with a detachable belt to cinch your waist.\xa0\nThis upcycled garment includes OCS certified organic cotton, and Tencel™ Lyocell, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact, reducing its carbon footprint and water usage.\nFront Hips to Hem: 47""Sweep: 50""']"
82,The Clancy | Black Beauty,"{'OCS Certified Organic Cotton': '75%', 'Tencel ™ Lyocell': '25%'}",['black beauty'],"('USD', '188')","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32']",https://www.boyish.com/products/the-clancy-black-beauty,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish5faf0eb3bdd4705faf0eb3bded9.784742105faf0eb3bded9.jpg?v=1620806301,Boyish Jeans,"['Effortless elevated style. The Clancy high waisted paperbag trouser in Black Beauty has a voluminous wide leg, polished silhouette with an adjustable belt and D-rings to cinch your waist. Zip fly and back utility pockets. This upcycled trouser includes OCS certified organic cotton , and Tencel™ Lyocell, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact, reducing its carbon footprint and water usage.\nFront Rise:\xa015 1/2""Inseam: 30""Leg Opening: 23""Zipper Fly']"
83,The Clancy | The Crowd,"{'OCS Certified Organic Cotton': '75%', 'Tencel ™ Lyocell': '25%'}",['the crowd'],"('USD', '188')","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32']",https://www.boyish.com/products/the-clancy-the-crowd,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/25765f8f190101909.jpg?v=1620806267,Boyish Jeans,"['Effortless elevated style. The Clancy high waisted paperbag trouser has a voluminous wide leg, polished silhouette with an adjustable belt and D-rings to cinch your waist. Zip fly and back utility pockets.\nThis upcycled trouser includes OCS certified organic cotton, and Tencel™ Lyocell, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact, reducing its carbon footprint and water usage.\nFront Rise: 15 1/2""\xa0Inseam: 30""\xa0Leg Opening: 23""Zipper\xa0Fly']"
84,The Joni | Crystal Pink,"{'OCS Certified Organic Cotton': '74%', 'Refibra™ X Tencel ™ Lyocell': '26%'}",['crystal pink'],"('USD', '88')","['XS', 'S', 'M', 'L', 'XL']",https://www.boyish.com/products/the-joni-crystal-pink,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheJoni-CrystalPink-Front.jpg?v=1601023113,Boyish Jeans,"['Cozy anywhere and everywhere. The Joni is our basic sustainable crew neck sweatshirt with long sleeves. Channeling 90\'s vibes, it has a slightly cropped fit and looks perfect with all of our high rise jeans. This versatile yet classic staple includes OCS certified organic cotton and REFIBRA™ Technology, reducing its carbon footprint and reducing water usage.\nREFIBRA™ Technology takes fashion industry scraps and recycles the waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact. This zero waste sweatshirt will be your new favorite second skin.\nFront HPS: 19""Sweep: 38 1/2""']"
85,The Coby | Rio Bravo,"{'OCS Certified Organic Cotton': '60%', 'Tencel ™ Lyocell': '40%'}",['rio bravo'],"('USD', '188')","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32']",https://www.boyish.com/products/the-coby-rio-bravo,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish60b02553994fd660b025539978f.7235096060b025539978f.jpg?v=1622578819,Boyish Jeans,"['Two roads along the way. The Coby in Rio Bravo is a\xa0center-seam wide leg\xa0jean with utilitarian panel construction, seaming and back pockets.\nThese sustainable jeans include OCS-certified\xa0organic cotton, and\xa0Tencel™ Lyocell, a natural raw material from responsibly grown eucalyptus trees, reducing carbon footprint and water usage.']"
86,The Timmy | Space Odyssey,"{'OCS Certified Organic Cotton': '18%', 'GRS Certified Recycled Cotton': '41%', 'Tencel ™ Lyocell': '41%'}",['space odyssey'],"('USD', '188')","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32']",https://www.boyish.com/products/the-timmy-space-odyssey,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheTimmy-SpaceOdyssey-Front.jpg?v=1601020710,Boyish Jeans,"['Vintage details above all things. The Timmy in Space Odyssey is a high-waisted rigid straight leg jean with a novelty back yoke that brings a unique and distinct design.\nThese upcycled jeans in a black wash include organic cotton that is OCS certified, and Tencel™ Lyocell, a sustainable natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact, reducing its carbon footprint and water usage.\nFront Rise: 11 1/4""\xa0Inseam: 28""Leg Opening: 15""Button Fly']"
87,The Toby | Krush Groove,"{'OCS Certified Organic Cotton': '60%', 'Tencel ™ Lyocell': '40%'}",['krush groove'],"('USD', '168')","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32']",https://www.boyish.com/products/the-toby-krush-groove,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish60abe0638996f960abe06389ddb.0142951660abe06389ddb.jpg?v=1621876979,Boyish Jeans,"['Epitomizing the 90\'s. The Toby jean in Krush Groove resembles your favorite vintage high waisted jeans with a relaxed tapered fit and Boyish flare. These upcycled jeans in a dark indigo wash include organic cotton that is OCS certified, and Tencel™ Lyocell, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact, reducing its carbon footprint and water usage.\nFront Rise: 12 1/2""\xa0Inseam: 29""Leg Opening: 14""Button Fly']"
88,The Billy | Far Country,"{'OCS Certified Organic Cotton': '17%', 'GRS Certified Recycled Cotton': '43%', 'Refibra ™ X Tencel ™ Lyocell': '40%'}",['far country'],"('USD', '168')","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32']",https://www.boyish.com/products/the-billy-far-country,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheBilly-FarCountry-Front.jpg?v=1599797618,Boyish Jeans,"['Your new classic. The Billy is a high waisted rigid skinny jean reminiscent of the most perfect hip hugging vintage denim in a medium eco wash with destruction. These upcycled jeans include GRS certified recycled cotton and REFIBRA™ Technology, reducing its carbon footprint and reducing water usage.\nREFIBRA™ Technology takes fashion industry scraps and recycles the waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact. This zero waste jean will be your new favorite second skin.\nFront Rise: 11 1/4""Inseam: 27""Leg Opening: 11 1/2""']"
89,The Zachary | Starfight,"{'OCS Certified Organic Cotton': '66%', 'Tencel ™ Lyocell': '33%', 'Recycled Elastane': '1%'}",['starfight'],"('USD', '158')","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32']",https://www.boyish.com/products/the-zachary-starfight,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish6099a91d1006546099a91d10263.157400206099a91d10263.jpg?v=1620683212,Boyish Jeans,"['A little give and take.\xa0The Zachary is a high rise comfort stretch skinny jean in a perfect dark wash. These upcycled jeans include organic cotton that is OCS certified, and Tencel™ Lyocell, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact, reducing its carbon footprint and water usage.\nFront Rise: 11 1/4""\xa0Inseam: 29""\xa0Leg Opening: 11 1/2""Zipper Fly']"
90,The Billy | Space Odyssey,"{'OCS Certified Organic Cotton': '18%', 'GRS Certified Recycled Cotton': '41%', 'Tencel ™ Lyocell': '41%'}",['space odyssey'],"('USD', '168')","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32']",https://www.boyish.com/products/the-billy-space-odyssey,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheBilly-SpaceOdyssey-Front.jpg?v=1599790837,Boyish Jeans,"['Your new classic. The Billy is a high waisted rigid skinny jean reminiscent of the most perfect hip hugging vintage denim in a black eco wash. These upcycled jeans include organic cotton that is OCS certified, and Tencel™ Lyocell, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact, reducing its carbon footprint and water usage.\nFront Rise: 11 1/4"" Inseam: 29"" Leg Opening: 11 1/2""Button Fly']"
91,The Mikey | Vertigo,"{'OCS Certified Organic Cotton': '66%', 'Tencel ™ Lyocell': '33%', 'Recycled Elastane': '1%'}",['vertigo'],"('USD', '158')","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32']",https://www.boyish.com/products/the-mikey-vertigo,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish60aeb8513bc30060aeb8513bfcf.1491440060aeb8513bfcf.jpg?v=1622063370,Boyish Jeans,"['Cool with an edge. The Mikey is a high rise comfort stretch wide leg jean. It comes in a vintage white wash with a raw hem that hits at ankle length. This upcycled jean is made with Tencel™ Lyocell reducing its carbon footprint and reducing water.\nFront Rise: 11 1/4"" Inseam: 28"" Leg Opening: 19""Button Fly']"
92,The Harvey | Gilda,"{'OCS Certified Organic Cotton': '38%', 'GRS Certified Recycled Cotton': '31%', 'Refibra ™ X Tencel ™ Lyocell': '31%'}",['gilda'],"('USD', '188')","['XXS', 'XS', 'S', 'M', 'L', 'XL']",https://www.boyish.com/products/the-harvey-gilda,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish608c4d27b21a36608c4d27b2502.72942899608c4d27b2502.jpg?v=1620806266,Boyish Jeans,"['Born to be wild. The Harvey is inspired by your favorite vintage denim jacket. It is rigid and cropped with a raw hem and comes in a perfect medium wash with destruction. This upcycled jacket includes GRS certified recycled cotton and REFIBRA™ Technology, reducing its carbon footprint and reducing water usage.\nREFIBRA™ Technology takes fashion industry scraps and recycles the waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact. This zero waste jacket will be your new favorite second skin.\nFront High Point Shoulder: 20 1/2""\xa0Sweep: 41""Cierra (black pants) is wearing a 31 jean and XL jacket.Evelyn (white pants) is wearing a 25 jean and S jacket.']"
93,The Billy | Conversation,"{'OCS Certified Organic Cotton': '17%', 'GRS Certified Recycled Cotton': '43%', 'Refibra ™ X Tencel ™ Lyocell': '40%'}",['conversation'],"('USD', '168')","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32']",https://www.boyish.com/products/the-billy-conversation,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish606230bdb30618606230bdb3304.11921857606230bdb3304.jpg?v=1620806265,Boyish Jeans,"['Your new classic. The Billy is a high waisted rigid skinny jean reminiscent of the most perfect hip hugging vintage denim in a 70s blue clean eco wash. These upcycled jeans include GRS certified recycled cotton and REFIBRA™ Technology, reducing its carbon footprint and reducing water usage.\nREFIBRA™ Technology takes fashion industry scraps and recycles the waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact. This zero waste jean will be your new favorite second skin.\nFront Rise: 11 1/4""Inseam: 27""Leg Opening: 11 1/2""Button Fly']"
94,The Lennon | Denim Wearing Black,"{'OCS Certified Organic Cotton': '60%', 'Refibra™ X Tencel ™ Lyocell': '40%'}",['denim wearing black'],"('USD', '48')","['XS', 'S', 'M', 'L', 'XL']",https://www.boyish.com/products/the-lennon-denim-wearing-black,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheLennon-DenimWearingBlack-Front.jpg?v=1591977606,Boyish Jeans,"['The Lennon is a super soft jersey relaxed crew neck tee with short sleeves and a graphic on the back and a sutil logo in the front. Highlighting the message ""Denim wearing, tree-hugging, earth-loving and slow-fashion kind of girl"". Embracing the love for Mama Earth. Made with OCS Certified Organic Cotton and Refibra.\nREFIBRA takes fast fashion scraps and recycles this waste, which is then blended in with TENCEL. Zero waste tee that will be your new favorite second skin. \nFront High Point Shoulder: 23 5/8""Sweep: 38 1/4""']"
95,The Jagger | Nina Klein Blue,"{'OCS Certified Organic Cotton': '60%', 'Refibra™ X Tencel ™ Lyocell': '40%'}",['nina klein blue'],"('USD', '48')","['XS', 'S', 'M', 'L', 'XL']",https://www.boyish.com/products/the-jagger-nina-klein-blue,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheJagger-NinaKleinBlue-Front.jpg?v=1591977476,Boyish Jeans,"['The Jagger is a super soft jersey slim crew neck tee with short sleeves and graphics on the front.\nWe collaborated with Nina Klein, a local LA Artist who creates minimal figurative figures and embraces the strength of the female gaze. This print "" Blue Body"" represents empowerment, confidence and curiosity.\nMade with OCS Certified Organic Cotton and Refibra, making it an eco-friendly addition to your wardrobe. REFIBRA takes fast fashion scraps and recycles this waste, which is then blended in with TENCEL. This zero waste tee will be your new favorite second skin.\nFront HPS: 22 1/2""Sweep: 33 1/2""']"
96,The Ziggy | Sunrise,"{'OCS Certified Organic Cotton': '60%', 'Tencel ™ Lyocell': '40%'}",['sunrise'],"('USD', '168')","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32']",https://www.boyish.com/products/the-ziggy-sunrise,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish608b17dca8dc85608b17dca8f6f.35861639608b17dca8f6f.jpg?v=1619826747,Boyish Jeans,"['Forever Boyish. The Ziggy is a high waisted relaxed straight jean giving an edge to your ethical fashion collection. It is in the perfect light eco wash and looks great paired with both sneakers and heels.\nThis jean includes\xa0Tencel™ Lyocell\xa0reducing its carbon footprint and water usage.\nFront Rise: 12 3/4""Inseam: 32""Leg Opening: 17 3/4""Button Fly']"
97,The Zachary | La Porta,"{'OCS Certified Organic Cotton': '66%', 'Tencel ™ Lyocell': '33%', 'Recycled Elastane': '1%'}",['la porta'],"('USD', '158')","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32']",https://www.boyish.com/products/the-zachary-la-porta,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheZachary-LaPorta-Front.jpg?v=1585286940,Boyish Jeans,"['A little give and take. The Zachary is a high rise comfort stretch skinny jean in a vintage light wash. These upcycled jeans include Tencel™ Lyocell reducing its carbon footprint and reducing water usage.\nSuper Light Wash\nFront Rise: 11 1/4""\xa0Inseam: 29""\xa0Leg Opening: 11 1/2""Zipper Fly']"
98,The Tommy | Far Country,"{'OCS Certified Organic Cotton': '17%', 'GRS Certified Recycled Cotton': '43%', 'Refibra ™ X Tencel ™ Lyocell': '40%'}",['far country'],"('USD', '168')","['22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32']",https://www.boyish.com/products/the-tommy-far-country,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/TheTommy-FarCountry-Front.jpg?v=1582686065,Boyish Jeans,"['Straight up versatile. The Tommy is a high waisted rigid straight jean in a medium super eco wash. These upcycled jeans include GRS certified recycled cotton and REFIBRA™ Technology reducing its carbon footprint and reducing water usage.\xa0\nREFIBRA™ Technology\xa0takes fashion industry scraps and recycles the\xa0waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact. This zero waste\xa0jean will be your new favorite second skin.\nMedium Stone\xa0Wash\nFront Rise: 10 3/4""Inseam: 27""Leg Opening: 14 1/2""Button Fly']"
99,The Kenny | Midnight Cowboy,"{'Organic Cotton': '70%', 'GRS Certified Recycled Cotton': '30%'}",['midnight cowboy'],"('USD', '188')","['XXS', 'XS', 'S', 'M', 'L', 'XL']",https://www.boyish.com/products/the-kenny-midnight-cowboy,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish60afc5d663d55360afc5d663fb7.2887574260afc5d663fb7.jpg?v=1622132284,Boyish Jeans,"['Get it done. The Kenny brings sustainable women\'s clothing to new heights! We brought back to life your favorite vintage overalls and added our spin to them. Complete with multiple pockets and painters pant details, this overall comes in the perfect vintage black stonewash.This sustainable overall is made with recycled cotton, reducing its carbon footprint and water usage.\nInseam: 29""\xa0Leg Opening: 19""']"
100,The Joni | Black - Cool To Care,"{'OCS Certified Organic Cotton': '74%', 'Refibra™ X Tencel ™ Lyocell': '26%'}",['black cool to care'],"('USD', '88')","['XS', 'S', 'M', 'L', 'XL']",https://www.boyish.com/products/the-joni-black-cool-to-care,https://cdn.shopify.com/s/files/1/0229/4949/4856/products/Boyish60b66c9606ae9060b66c9606dc9.4634423460b66c9606dc9.jpg?v=1622568221,Boyish Jeans,"['Cozy anywhere and everywhere.\nThe Joni is our basic crew neck sweatshirt with long sleeves. Channeling 90\'s vibes, it has a slightly cropped fit and looks perfect with all of our high rise jeans. This versatile yet classic staple includes OCS certified organic cotton and REFIBRA™ Technology, reducing its carbon footprint and reducing water usage.\nREFIBRA™ Technology takes fashion industry scraps and recycles the waste, which is then blended in with TENCEL™, a natural raw material from eucalyptus trees that is responsibly produced to minimize environmental impact. This zero waste sweatshirt will be your new favorite second skin.\nFront high-point-shoulder: 19""Sweep: 38 1/2""']"
