20211119zaraOffcrCt07,tex_nylo_20,All,100%
20211119zaraOffcrCt07,tex_poly_25,Lining,100%
20211119zaraOffcrCt07,tex_poly_25,Padding,100%
20211119zaraMltryShrt07,tex_lyoc_15,Shell,100%
20211119zaraMltrJmpst07,tex_cott_6,Shell,100%
20211119zaraPrntShrt07,tex_cott_6,Shell,55%
20211119zaraPrntShrt07,tex_visc_36,Shell,45%
20211119zaraCttnMxPnt07,tex_cott_6,Shell,100%
20211119zaraCttnMxPnt07,tex_cott_6,Secondary fabric,52%
20211119zaraCttnMxPnt07,tex_poly_33,Secondary fabric,48%
20211119zaraZpprShrt07,tex_cott_6,Shell,100%
20211119zaraZpprShrt07,tex_poly_25,Secondary fabric,65%
20211119zaraZpprShrt07,tex_cott_6,Secondary fabric,35%
20211119zaraChvrnPnt07,tex_wool_40,Shell,39%
20211119zaraChvrnPnt07,tex_poly_25,Shell,33%
20211119zaraChvrnPnt07,tex_visc_36,Shell,14%
20211119zaraChvrnPnt07,tex_nylo_20,Shell,13%
20211119zaraChvrnPnt07,tex_elas_10,Shell,1%
20211119zaraCrgPnt07,tex_wool_40,Shell,39%
20211119zaraCrgPnt07,tex_poly_25,Shell,33%
20211119zaraCrgPnt07,tex_visc_36,Shell,14%
20211119zaraCrgPnt07,tex_nylo_20,Shell,13%
20211119zaraCrgPnt07,tex_elas_10,Shell,1%
20211119zaraTnckSwtr07,tex_wool_40,Shell,100%
20211119zaraMltPcktPnt07,tex_cott_6,Shell,100%
20211119zaraWlBmbr07,tex_wool_40,Shell,80%
20211119zaraWlBmbr07,tex_nylo_20,Shell,20%
20211119zaraWlBmbr07,tex_cott_6,All,100%
20211119zaraWlBmbr07,tex_visc_36,Sleeve,100%
20211119zaraPlnSwtr07,tex_wool_40,Shell,100%
20211119zaraPtchwrkPnt07,tex_cott_6,Shell,94%
20211119zaraPtchwrkPnt07,other,Shell,4%
20211119zaraPtchwrkPnt07,tex_elas_10,Shell,2%
20211119zaraEmbrdrTShrt07,tex_cott_6,Shell,100%
20211119zaraDnmMxCt07,tex_visc_36,Shell,7%
20211119zaraDnmMxCt07,tex_nylo_20,Shell,6%
20211119zaraDnmMxCt07,tex_cott_6,Shell,48%
20211119zaraDnmMxCt07,tex_wool_40,Shell,20%
20211119zaraDnmMxCt07,tex_elas_10,Shell,2%
20211119zaraDnmMxCt07,tex_poly_25,Shell,17%
20211119zaraDnmMxCt07,tex_cott_6,Secondary fabric,94%
20211119zaraDnmMxCt07,other,Secondary fabric,4%
20211119zaraDnmMxCt07,tex_elas_10,Secondary fabric,2%
20211119zaraLthrTrsr07,lea_cow _42,Shell,100%
20211119zaraLthrTrsr07,tex_poly_25,Lining,95%
20211119zaraLthrTrsr07,tex_elas_10,Lining,5%
20211119zaraMltryLthrShrt07,lea_cow _42,Shell,100%
20211119zaraShrlngPffr07,tex_nylo_20,Secondary fabric,100%
20211119zaraShrlngPffr07,tex_visc_36,Shell,100%
20211119zaraShrlngPffr07,tex_poly_33,Coating,100%
20211119zaraShrlngPffr07,tex_nylo_20,Other,100%
20211119zaraShrlngPffr07,tex_visc_36,Shell,60%
20211119zaraShrlngPffr07,tex_poly_25,Shell,40%
20211119zaraShrlngPffr07,tex_poly_25,Shell,100%
20211119zaraShrlngPffr07,tex_poly_25,Padding,100%
20211119zaraPtchwrkShrt07,tex_cott_6,Shell,100%
20211119zaraZpprCt07,tex_wool_40,Shell,71%
20211119zaraZpprCt07,tex_nylo_20,Shell,27%
20211119zaraZpprCt07,other,Shell,2%
20211119zaraZpprCt07,tex_cott_6,All,100%
20211119zaraZpprCt07,tex_visc_36,Sleeve,100%
20211119zaraBsc/CshmrSwtr05,other,Shell,100%
20211119zaraLthrJggr07,lea_cow _42,Shell,100%
20211119zaraLthrJggr07,tex_cott_6,Lining,100%
20211119zaraPrntOvrshrt07,tex_cott_6,Shell,98%
20211119zaraPrntOvrshrt07,tex_elas_10,Shell,2%
20211119zaraPrntOvrshrt07,tex_poly_25,Secondary fabric,65%
20211119zaraPrntOvrshrt07,tex_cott_6,Secondary fabric,35%
20211119zaraBttnT-Shrt07,tex_cott_6,All,Care
20211119zaraBttnT-Shrt07,tex_cott_6,Shell,100%
20211119zaraJggrPnt07,tex_cott_6,Shell,100%
20211119zaraPrntPnt07,tex_cott_6,Shell,98%
20211119zaraPrntPnt07,tex_elas_10,Shell,2%
20211119zaraPtchwkSwtr07,tex_wool_40,Shell,80%
20211119zaraPtchwkSwtr07,tex_nylo_20,Shell,20%
20211119zaraMltryShrlngCt07,tex_poly_25,Shell,47%
20211119zaraMltryShrlngCt07,tex_acry_1,Shell,30%
20211119zaraMltryShrlngCt07,tex_wool_40,Shell,14%
20211119zaraMltryShrlngCt07,tex_acry_1,Shell,9%
20211119zaraMltryShrlngCt07,tex_poly_25,Lining,54%
20211119zaraMltryShrlngCt07,tex_visc_36,Lining,46%
20211119zaraPtchKnt07,tex_wool_40,All,100%
20211119zaraPtchKnt07,tex_cott_6,Other,100%
20211119zaraPlshHdd07,tex_cott_6,Shell,100%
20211119zaraPlshHdd07,tex_cott_6,Secondary fabric,97%
20211119zaraPlshHdd07,tex_elas_10,Secondary fabric,3%
20211119zaraPlshJggrPnt06,tex_cott_6,Shell,100%
20211119zaraHdy/CshmrSwtr05,other,Shell,100%
20211119zaraHdd07,tex_cott_6,Shell,81%
20211119zaraHdd07,tex_poly_25,Shell,19%
20211119zaraHdd07,tex_cott_6,Secondary fabric,98%
20211119zaraHdd07,tex_elas_10,Secondary fabric,2%
20211119zaraHdd07,tex_cott_6,Lining,81%
20211119zaraHdd07,tex_poly_25,Lining,19%
20211119zaraLngT-Shrt07,tex_cott_6,Shell,100%
20211119zaraOvrlck/T5,tex_visc_36,Shell,88%
20211119zaraOvrlck/T5,tex_wool_40,Shell,12%
20211119zaraBscT-Shrt07,tex_cott_6,Shell,100%
20211119zaraNlnShppr,tex_poly_25,Shell,100%
20211119zaraNlnShppr,tex_poly_25,Lining,100%
20211119zaraNlnShppr,tex_poly_25,Padding,100%
20211119zaraLthrShppr,tex_poly_25,Secondary fabric,100%
20211119zaraLthrShppr,lea_cow _42,Shell,100%
20211119zaraLthrShppr,tex_poly_25,Lining,100%
20211119zaraLthrShppr,tex_poly_25,Secondary fabric,100%
20211119zaraLthrShppr,lea_cow _42,Shell,100%
20211119zaraLthrShppr,tex_poly_25,Lining,100%
20211119zaraLthrBckPck,tex_poly_25,Secondary fabric,100%
20211119zaraLthrBckPck,lea_cow _42,Shell,100%
20211119zaraLthrBckPck,tex_poly_25,Lining,100%
20211119zaraLthrBckPck,tex_poly_25,Padding,100%
20211119zaraHghTpVlmSnkrs,lea_cow _42,Upper,75%
20211119zaraHghTpVlmSnkrs,tex_poly_33,Upper,25%
20211119zaraHghTpVlmSnkrs,tex_cott_6,Lining,100%
20211119zaraHghTpVlmSnkrs,pla_ther_67,Sole,100%
20211119zaraHghTpVlmSnkrs,tex_poly_33,Lining and Insole,100%
20211119zaraHghTpVlmSnkrs,tex_cott_6,Tongue,100%
20211119zaraChnkLthrShs,lea_cow _42,Upper,100%
20211119zaraChnkLthrShs,lea_cow _42,Lining,82%
20211119zaraChnkLthrShs,tex_nylo_20,Lining,18%
20211119zaraChnkLthrShs,pla_ther_67,Sole,100%
20211119zaraChnkLthrShs,lea_cow _42,Lining and Insole,100%
20211119zaraSnkrsTrck,tex_poly_25,Upper,48%
20211119zaraSnkrsTrck,lea_cow _42,Upper,35%
20211119zaraSnkrsTrck,tex_poly_33,Upper,17%
20211119zaraSnkrsTrck,tex_poly_25,Lining,70%
20211119zaraSnkrsTrck,tex_cott_6,Lining,30%
20211119zaraSnkrsTrck,pla_ther_67,Sole,100%
20211119zaraSnkrsTrck,tex_poly_33,Lining and Insole,100%
20211119zaraSnkrsTrck,tex_poly_25,Tongue,100%
20211119zaraStrpsKnt07,tex_acry_1,Shell,52%
20211119zaraStrpsKnt07,tex_nylo_20,Shell,42%
20211119zaraStrpsKnt07,tex_alpa_2,Shell,6%
20211119zaraJmpst07,tex_cott_6,Shell,50%
20211119zaraJmpst07,tex_lyoc_15,Shell,50%
20211119zaraJmpst07,tex_lyoc_15,Secondary fabric,49%
20211119zaraJmpst07,tex_flax_11,Secondary fabric,29%
20211119zaraJmpst07,tex_cott_6,Secondary fabric,22%
20211119zaraMltryCt07,tex_wool_40,Shell,80%
20211119zaraMltryCt07,tex_nylo_20,Shell,20%
20211119zaraMltryCt07,tex_cott_6,Secondary fabric,100%
20211119zaraEmbrdrLngT-Shrt07,tex_cott_6,Shell,100%
20211119zaraEmbrdrLngT-Shrt07,tex_cott_6,Secondary fabric,97%
20211119zaraEmbrdrLngT-Shrt07,tex_elas_10,Secondary fabric,3%
20211119zaraCrgPnt07,tex_cott_6,Shell,100%
20211119zaraShrlngCt07,tex_wool_40,Shell,68%
20211119zaraShrlngCt07,tex_nylo_20,Shell,18%
20211119zaraShrlngCt07,tex_poly_25,Shell,14%
20211119zaraShrlngCt07,tex_cott_6,Secondary fabric,100%
20211119zaraShrlngCt07,tex_poly_25,Lining,100%
20211119zaraShrlngCt07,tex_poly_25,Padding,100%
20211119zaraShrpFr07,tex_poly_25,Shell,80%
20211119zaraShrpFr07,tex_acry_1,Shell,20%
20211119zaraShrpFr07,tex_nylo_20,Secondary fabric,100%
20211119zaraShrpFr07,tex_nylo_20,Lining,100%
20211119zaraShrpFr07,tex_poly_25,Padding,100%
20211119zaraShrt07,tex_cott_6,Shell,100%
20211119zaraPtchKnt07,tex_wool_40,Shell,100%
20211119zaraClttPnt07,tex_cott_6,Shell,100%
20211119zaraHddSwtr07,tex_wool_40,Shell,100%
20211119zaraMltStrpT-Shrt07,tex_cott_6,Shell,100%
20211119zaraStrpT-Shrt07,tex_cott_6,Shell,100%
20211119zaraShrlngCt07,tex_poly_25,Shell,100%
20211119zaraShrlngCt07,tex_acry_1,Secondary fabric,5%
20211119zaraShrlngCt07,tex_poly_25,Secondary fabric,49%
20211119zaraShrlngCt07,tex_nylo_20,Secondary fabric,4%
20211119zaraShrlngCt07,tex_visc_36,Secondary fabric,4%
20211119zaraShrlngCt07,tex_cott_6,Secondary fabric,4%
20211119zaraShrlngCt07,tex_wool_40,Secondary fabric,34%
20211119zaraShrlngCt07,tex_poly_25,Lining,100%
20211119zaraShrngMxPffr07,tex_poly_25,Shell,100%
20211119zaraShrngMxPffr07,tex_nylo_20,Secondary fabric,100%
20211119zaraShrngMxPffr07,tex_poly_25,Lining,100%
20211119zaraShrngMxPffr07,tex_poly_25,Padding,100%
20211119zaraBscT-Shrt07,tex_visc_36,Shell,85%
20211119zaraBscT-Shrt07,tex_wool_40,Shell,15%
20211119zaraPrntSkrt07,tex_cott_6,Shell,100%
20211119zaraDrss07,tex_lyoc_15,Shell,100%
20211119zaraPtchwrkPffr07,tex_poly_25,Other,100%
20211119zaraPtchwrkPffr07,tex_wool_40,Shell,57%
20211119zaraPtchwrkPffr07,tex_poly_25,Shell,42%
20211119zaraPtchwrkPffr07,tex_nylo_20,Shell,1%
20211119zaraPtchwrkPffr07,tex_nylo_20,All,100%
20211119zaraPtchwrkPffr07,tex_poly_25,Lining,100%
20211119zaraPtchwrkPffr07,tex_poly_25,Padding,100%
20211119zaraPnt07,tex_cott_6,Shell,96%
20211119zaraPnt07,tex_elas_10,Shell,4%
20211119zaraTckStrpsSwtr07,tex_wool_40,Shell,100%
20211119zaraMdSkrt07,tex_cott_6,Shell,100%
20211119zaraJmpst07,tex_cott_6,Shell,100%
20211119zaraBscT-Shrt07,tex_cott_6,Shell,100%
20211119zaraCcKnt07,tex_wool_40,Shell,100%
20211119zaraTrClrBmbr07,tex_poly_25,Shell,100%
20211119zaraTrClrBmbr07,tex_poly_25,All,65%
20211119zaraTrClrBmbr07,tex_cott_6,All,35%
20211119zaraTrClrBmbr07,tex_poly_25,Sleeve,100%
20211119zaraTrClrBmbr07,tex_poly_25,Padding,100%
20211119zaraPnt07,tex_cott_6,Shell,98%
20211119zaraPnt07,tex_elas_10,Shell,2%
20211119zaraTpShrt07,tex_lyoc_15,Shell,100%
20211119zaraMxVst07,tex_nylo_20,Shell,100%
20211119zaraMxVst07,tex_poly_25,Secondary fabric,85%
20211119zaraMxVst07,tex_acry_1,Secondary fabric,15%
20211119zaraMxVst07,tex_poly_25,Lining,100%
20211119zaraMxVst07,tex_poly_25,Padding,100%
20211119zaraCmbdDrss07,tex_cott_6,Shell,70%
20211119zaraCmbdDrss07,tex_wool_40,Shell,30%
20211119zaraCmbdDrss07,tex_visc_36,Secondary fabric,100%
20211119zaraCrwNckSwtr07,tex_wool_40,Shell,50%
20211119zaraCrwNckSwtr07,tex_acry_1,Shell,50%
20211119zaraCmbd07,tex_cott_6,Shell,100%
20211119zaraTrnch07,tex_cott_6,Shell,100%
20211119zaraTrnch07,tex_poly_25,Shell,65%
20211119zaraTrnch07,tex_cott_6,Shell,35%
20211119zaraTrnch07,tex_poly_25,Secondary fabric,100%
20211119zaraTrnch07,tex_poly_25,Padding,100%
20211119zaraPrntPnt07,tex_cott_6,Shell,98%
20211119zaraPrntPnt07,tex_elas_10,Shell,2%
20211119zaraPtchwkDrss07,tex_wool_40,Shell,80%
20211119zaraPtchwkDrss07,tex_nylo_20,Shell,20%
20211119zaraPtchwrkKnt07,tex_wool_40,Shell,80%
20211119zaraPtchwrkKnt07,tex_nylo_20,Shell,20%
20211119zaraBscSwtr07,other,Shell,100%
20211119zaraHdySwtr07,other,Shell,100%
20211119zaraWfflTShrt07,tex_cott_6,Shell,100%
20211119zaraWfflTShrt07,tex_cott_6,Secondary fabric,98%
20211119zaraWfflTShrt07,tex_elas_10,Secondary fabric,2%
20211119zaraSwtr04,tex_cott_6,Shell,100%
20211119zaraBsLngSlv05,tex_cott_6,Shell,100%
20211119zaraTt7Srpls,tex_nylo_20,Shell,100%
20211119zaraTt7Srpls,tex_poly_25,Secondary fabric,100%
20211119zaraTt7Srpls,tex_nylo_20,Lining,100%
20211119zaraWpck7Srpls,tex_poly_25,Shell,100%
20211119zaraWpck7Srpls,tex_poly_25,Lining,60%
20211119zaraWpck7Srpls,tex_cott_6,Lining,40%
20211119zaraWpck7Srpls,tex_poly_25,Shell,100%
20211119zaraWpck7Srpls,tex_poly_25,Lining,60%
20211119zaraWpck7Srpls,tex_cott_6,Lining,40%
20211119zaraWstBg7Srpls,tex_nylo_20,Shell,100%
20211119zaraWstBg7Srpls,tex_poly_25,Strap,100%
20211119zaraWstBg7Srpls,tex_poly_25,Lining,60%
20211119zaraWstBg7Srpls,tex_cott_6,Lining,40%
20211119zaraPch7Srpls,tex_nylo_20,Shell,100%
20211119zaraPch7Srpls,tex_poly_25,Strap,100%
20211119zaraPch7Srpls,tex_nylo_20,Lining,100%
20211119zaraSnkr7Srpls,tex_poly_25,Upper,70%
20211119zaraSnkr7Srpls,tex_poly_33,Upper,14%
20211119zaraSnkr7Srpls,rub_typi_96,Upper,10%
20211119zaraSnkr7Srpls,lea_cow _42,Upper,6%
20211119zaraSnkr7Srpls,tex_poly_25,Lining,100%
20211119zaraSnkr7Srpls,rub_typi_96,Sole,100%
20211119zaraSnkr7Srpls,tex_poly_25,Lining and Insole,100%
20211119zaraSnkr7Srpls,tex_poly_25,Tongue,100%
